DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Start Year,Start Month,End Year,End Month,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Admin Cities,Latitude,Longitude
2015-2843-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,1149165.0,7.127417810203969,Kph,2015,8,2015,11,7.0,13.0,92.0,4.0,148.0,2401343.0,3827058.0,3224134.0,2321783.0,4988408.0,1698842.0,43.58229664678636,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2024-04-21,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",22.161255249782734,35.757490165179995
1982-2844-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,1736342.0,1.7768879163222795,°C,1982,12,1982,12,4.0,5.0,103.0,3.0,158.0,3235371.0,2366443.0,1534893.0,3824305.0,1903325.0,1178732.0,29.445796527950154,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2025-07-18,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",28.579215327933973,43.81410804102391
2012-2845-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,2631748.0,2.6907711959190914,Kph,2012,1,2012,2,4.0,12.0,107.0,4.0,151.0,2400726.5,2527632.0,2589600.5,2686379.0,2570131.0,2441360.0,75.5875933087159,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2011-09-27,2023-09-25,['Asir'],31.45223934236358,47.60280065072606
1996-2846-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,814810.0,1.4675067737817509,Vaccinated,1996,10,1996,12,4.0,15.0,117.0,9.0,160.0,165475.0,791106.0,208070.0,3035550.0,445535.0,3001289.0,15.52667204841516,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2009-12-08,2023-09-25,['Asir'],31.502164826119117,38.511085791828016
1999-2847-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,2623348.0,2.803391016905082,Vaccinated,1999,9,1999,9,4.0,12.0,110.0,6.0,151.0,2476174.0,2368744.0,2628045.0,2473730.0,2700019.0,2621483.0,52.70675928285277,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2020-04-07,2023-09-25,"['Northern Frontier', 'Riyad']",26.598774639251403,36.46744343022118
1981-2848-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Taif,No,No,No,1608904.0,4.6014920293414745,Vaccinated,1981,12,1981,12,6.0,11.0,105.0,2.0,141.0,4171975.0,1046968.0,1107945.0,4218230.0,3458950.0,1202443.0,81.18708988706149,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2022-08-28,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",22.645214362047025,40.63838144627535
2014-2849-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,4081138.0,7.829405065987728,Kph,2014,7,2014,12,7.0,11.0,98.0,4.0,147.0,2351672.0,4986125.0,1160388.0,518519.0,4560914.0,940525.0,50.84697904825045,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2007-06-07,2023-09-25,['Asir'],19.592690531647165,36.46384663486741
2012-2850-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,4102513.0,6.990137018029046,Km2,2012,11,2012,12,7.0,13.0,102.0,3.0,164.0,4103607.0,2153391.0,2969034.0,2929980.0,2162075.0,3982244.0,88.88636597765624,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2009-10-09,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",23.027380123660837,44.86629486323052
2011-2851-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,2005643.0,3.5078502704914643,Kph,2011,5,2011,7,3.0,10.0,105.0,3.0,136.0,3221645.0,4380463.0,4910076.0,1154216.0,4061523.0,189465.0,74.57010507542225,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2023-03-05,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",18.73071949850257,39.208185371767776
2003-2852-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,3831542.0,5.599103269590739,Km2,2003,2,2003,5,2.0,11.0,112.0,3.0,160.0,4327948.0,3290327.0,330421.0,2599063.0,4902422.0,28308.0,6.263181672518953,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2010-10-02,2023-09-25,"['Asir', 'Makkah']",28.70508113970591,37.80709821058497
1986-2853-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,4574843.0,8.078347481714882,°C,1986,4,1986,6,5.0,6.0,114.0,2.0,161.0,3918630.0,1739794.0,3332336.0,3498483.0,524200.0,4836136.0,61.56200506988627,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2015-11-23,2023-09-25,"['Northern Frontier', 'Riyad']",28.94190700737221,37.29612579529199
1967-2854-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Najran,No,No,No,763342.0,8.530499140256406,°C,1967,11,1967,11,7.0,19.0,93.0,2.0,160.0,3739596.0,1133071.0,77548.0,935714.0,4873488.0,4430522.0,20.23125965058277,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2011-02-24,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",30.976526778984777,35.56902999643528
2022-2855-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,4015900.0,7.097586162533775,°C,2022,1,2022,3,3.0,10.0,101.0,2.0,154.0,3727083.0,3211526.0,2301221.0,41044.0,2862473.0,2355496.0,40.83411121244528,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2011-01-21,2023-09-25,"['Northern Frontier', 'Riyad']",29.81677336558976,49.51907310258712
2016-2856-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,4986914.0,2.4135288966393027,Km2,2016,8,2016,8,5.0,11.0,106.0,3.0,135.0,3650827.0,1733876.0,3678122.0,4580974.0,778623.0,1018387.0,64.94571182575677,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2016-07-10,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",30.71036396299701,37.38068358829278
2014-2857-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,1282969.0,1.894404825111152,Kph,2014,6,2014,7,5.0,12.0,111.0,4.0,143.0,983009.0,4896989.0,4350064.0,4655108.0,4949246.0,4930663.0,59.22027272456937,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2013-03-21,2023-09-25,['Eastern Province'],19.67534887815343,48.6169366313155
1989-2858-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Najran,No,No,No,397274.0,8.235420909605535,Kph,1989,9,1989,10,3.0,12.0,94.0,5.0,147.0,84184.0,927068.0,815161.0,4870934.0,3946097.0,249830.0,39.43378568738951,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2017-04-27,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",25.46219269807851,49.78587879819583
1976-2859-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,1424045.0,6.10953386310437,Kph,1976,9,1976,12,4.0,13.0,94.0,5.0,159.0,2270604.0,3023067.0,869317.0,3380412.0,3463251.0,462770.0,36.09618154377622,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2023-03-15,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",18.742537444975483,38.86925640043261
2022-2860-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,428851.0,6.097482473025111,°C,2022,11,2022,12,5.0,15.0,106.0,1.0,147.0,427089.0,4006497.0,2710935.0,765329.0,4273658.0,2270729.0,24.85997643628644,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2015-03-19,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",27.21833729936709,47.62422204744569
2016-2861-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,2424851.0,8.306670396855784,Vaccinated,2016,1,2016,4,6.0,9.0,112.0,2.0,146.0,3946817.0,4810898.0,1788549.0,1824222.0,1617632.0,4715730.0,107.0519946555921,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2008-03-25,2023-09-25,"['Asir', 'Makkah']",17.81306547712748,36.61616808427425
1966-2862-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,2417780.0,2.7725563088302057,Vaccinated,1966,8,1966,9,5.0,4.0,91.0,2.0,143.0,2837277.0,4753684.0,167479.0,810972.0,3352331.0,533283.0,8.58285039178119,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2014-01-27,2023-09-25,['Tabuk'],27.850289749098444,48.00607949312029
2005-2863-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,2965423.0,1.1416911429371923,Vaccinated,2005,5,2005,7,4.0,6.0,95.0,1.0,141.0,3476440.0,362516.0,3507347.0,1881108.0,4774381.0,3933149.0,50.62267213762546,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2012-03-23,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",28.705066938202084,38.76058869635777
1988-2864-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,1830394.0,1.2181073870922985,Km2,1988,5,1988,7,7.0,10.0,106.0,2.0,169.0,950569.0,1258189.0,3808820.0,1926537.0,1279380.0,3002694.0,80.55084297524078,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2024-04-15,2023-09-25,"['Asir', 'Baha', 'Makkah']",30.215092878254865,44.6408850647645
2021-2865-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Hail, Jizan, Madinah, Makkah, Tabuk",No,No,No,4194350.0,3.9019099979511074,°C,2021,7,2021,7,5.0,10.0,81.0,5.0,150.0,4317423.0,1394244.0,2951803.0,678337.0,4544472.0,2373710.0,73.96287440569861,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2014-11-19,2023-09-25,['Tabuk'],31.061574061745432,49.54287302385368
2011-2866-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,3774919.0,5.054904589178822,Kph,2011,8,2011,10,5.0,7.0,81.0,3.0,157.0,1260178.0,4654838.0,4197124.0,267802.0,1420898.0,4664072.0,97.65427713574012,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2009-10-21,2023-09-25,"['Asir', 'Makkah']",25.716371596315387,38.344235590318
1977-2867-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,2969082.0,1.2174619907178137,°C,1977,7,1977,7,7.0,9.0,110.0,4.0,134.0,2160868.0,3747429.0,669615.0,434489.0,3895419.0,4541446.0,80.97524880339164,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2015-11-07,2023-09-25,['Asir'],20.152936270642343,38.15051507766324
1972-2868-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,4436984.0,8.839897527915003,Vaccinated,1972,9,1972,9,4.0,6.0,106.0,1.0,115.0,624697.0,4755438.0,1623190.0,2175443.0,1545709.0,1933616.0,96.06090686960576,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2023-09-12,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",27.12056707793925,38.6392368224748
1977-2869-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,4410503.0,7.551112222223812,Km2,1977,11,1977,11,3.0,10.0,107.0,4.0,139.0,3814484.0,4380260.0,852793.0,1711373.0,118347.0,2098703.0,54.45265921902046,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2008-09-22,2023-09-25,"['Asir', 'Makkah']",19.69504532948895,41.4537174009706
1995-2870-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,1911565.0,6.322229381348117,Km2,1995,10,1995,10,2.0,12.0,129.0,3.0,164.0,1219022.0,1803290.0,257604.0,3645326.0,2601168.0,2405921.0,84.74569750753187,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2022-08-24,2023-09-25,"['Asir', 'Baha', 'Makkah']",28.0296898355461,38.69661672180904
1973-2871-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,3191580.0,1.8527902350171723,Km2,1973,12,1973,12,8.0,10.0,107.0,7.0,170.0,4362543.0,3234911.0,3207200.0,1414368.0,1195237.0,3305878.0,83.0052360103388,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2011-04-14,2023-09-25,"['Asir', 'Baha', 'Makkah']",29.61768209726913,49.73800548573473
2008-2872-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,1565430.0,7.1349661129500985,Km2,2008,11,2008,12,7.0,7.0,110.0,4.0,156.0,3532430.0,824394.0,1245727.0,4345936.0,1980426.0,2003379.0,102.52704887323002,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2025-04-21,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",22.281569102891552,36.11415389908844
1960-2873-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,1820484.0,7.678669110515004,Kph,1960,11,1960,12,3.0,15.0,100.0,3.0,136.0,900394.0,2745838.0,340914.0,3096555.0,263603.0,1807795.0,71.23421110114639,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2010-10-17,2023-09-25,['Jizan'],25.10788063990676,47.16115612648903
1984-2874-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,2631748.0,4.670936907999482,Kph,1984,4,1984,10,1.0,12.0,96.0,7.0,157.0,2400726.5,2527632.0,2589600.5,2686379.0,2570131.0,2441360.0,68.6088770277941,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2011-05-16,2023-09-25,"['Asir', 'Baha', 'Makkah']",26.603220012389464,43.19993543667863
1961-2875-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Taif,No,No,No,3744709.0,5.961022672240668,Km2,1961,11,1961,12,4.0,6.0,112.0,0.0,151.0,1534610.0,1233071.0,2279705.0,1140929.0,3448057.0,2567289.0,106.76235549718322,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2017-01-12,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",23.86185264149482,42.083841256403424
2017-2876-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,2104871.0,1.8105534557055192,°C,2017,1,2017,4,7.0,6.0,122.0,0.0,139.0,1422306.0,3388075.0,3216811.0,2505094.0,174700.0,3037967.0,53.82946225764975,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2024-09-21,2023-09-25,"['Northern Frontier', 'Riyad']",22.131817985073614,48.55926687008015
1968-2877-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,Southern Region,No,No,No,3523195.0,2.640918774521332,Vaccinated,1968,5,1968,9,5.0,11.0,87.0,1.0,144.0,3756808.0,962578.0,83077.0,2802027.0,722237.0,2478673.0,105.57135601173962,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2006-12-12,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",20.27740002899914,37.641984513679695
2004-2878-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Najran,No,No,No,2542246.0,5.535814635118452,°C,2004,10,2004,10,4.0,9.0,116.0,3.0,146.0,1805072.0,4581859.0,2276256.0,949976.0,4600687.0,4844600.0,107.9353160830815,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2006-07-06,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",16.806798159952294,39.78410277045416
1996-2879-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Jeddah, Taif, Madinah, Tabuk, Al-Jouf",No,No,No,3188642.0,5.689593901800406,Kph,1996,8,1996,11,7.0,10.0,95.0,1.0,150.0,1104457.0,25119.0,2216712.0,1408664.0,4080116.0,2863684.0,13.970663868211709,"[{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2008-04-23,2023-09-25,['Makkah'],22.067784883577247,39.73690497781417
1997-2880-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,781476.0,5.684927986916794,°C,1997,9,1997,10,4.0,12.0,103.0,1.0,143.0,1650666.0,1174552.0,1419679.0,473343.0,3028311.0,3744817.0,98.12667548744018,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2007-02-03,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",22.616358634730823,40.515635384062016
1979-2881-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,1812377.0,8.50748031689696,°C,1979,3,1979,8,5.0,9.0,110.0,1.0,152.0,4865990.0,4819201.0,4707684.0,231118.0,4272792.0,3679315.0,93.77209594315326,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2025-03-03,2023-09-25,['Eastern Province'],17.89539315116185,36.240167873725376
2008-2882-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,2661631.0,2.4128474195719534,Vaccinated,2008,7,2008,10,3.0,15.0,107.0,2.0,148.0,4039428.0,1087492.0,453749.0,3591095.0,144862.0,3822359.0,70.4215033971315,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2014-07-21,2023-09-25,"['Asir', 'Makkah', 'Najran', 'Riyad']",28.991695287614775,45.28593146883438
2021-2883-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,2241132.0,6.448223239421822,Vaccinated,2021,12,2021,12,6.0,6.0,94.0,0.0,143.0,1001465.0,99539.0,3644228.0,354818.0,3481509.0,4769122.0,83.13478541782692,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2012-09-19,2023-09-25,"['Northern Frontier', 'Riyad']",23.046094575531463,49.99210446579134
2001-2884-SAU,No,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,3299384.0,2.503033874183483,°C,2001,5,2001,6,5.0,18.0,107.0,1.0,135.0,1487718.0,4508196.0,647393.0,4084590.0,2681626.0,2366698.0,48.292627893139134,"[{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2025-01-05,2023-09-25,"['Jizan', 'Makkah', 'Najran']",23.90137956956689,41.10660843781603
1988-2885-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,1089230.0,7.198850375138484,Kph,1988,7,1988,11,3.0,7.0,96.0,2.0,150.0,1012643.0,4182378.0,2152583.0,4168177.0,3646564.0,1517924.0,10.924827921508816,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2019-09-21,2023-09-25,['Eastern Province'],21.76697239552488,42.744422497251605
